n,merge,hybrid5,hybrid10,hybrid20,hybrid30,hybrid50
65400,41941,37628,38103,31941,31406,28532
65500,52942,54232,40496,31468,31640,29501
65600,41572,38453,38480,31705,32038,32049
65700,54729,63002,46567,31483,31629,34258
65800,42555,38127,34660,31285,31924,29807
65900,66434,56129,46640,34779,32162,29368
66000,43859,40316,37113,31961,56812,38615
66100,46852,51113,69342,45910,54125,41776
66200,53466,38533,40618,31274,31117,28861
66300,42714,48676,47806,32137,34585,32160
66400,42318,38683,33418,31506,30431,27992
66500,43951,36394,41963,39698,36756,31051
66600,43201,36615,33570,30211,31835,28310
66700,41149,38526,34276,37342,38826,34858
66800,41640,36885,35500,31049,30795,27508
66900,45437,41134,36095,35372,33419,43282
67000,49472,38451,33381,31922,30937,29158
67100,42882,37453,33806,30316,35614,29812
67200,49873,44121,35238,33035,34967,34177
67300,53118,40881,40346,35825,36334,34221
67400,54206,45602,38921,41676,46526,28425
67500,52934,37801,34202,37347,34532,30895
67600,54636,50609,37028,30487,30936,29735
67700,43388,36388,35127,31745,31056,29762
67800,44293,49173,37948,33375,31067,31044
67900,43315,37740,36982,32849,31650,31528
68000,42190,36999,39945,37984,42791,43394
68100,85231,76598,75094,51063,52506,66327
68200,69481,44734,39182,38869,36495,28950
68300,43276,43043,37249,33791,39592,35587
68400,46382,37828,35143,34028,32913,30442
68500,44376,40786,35619,32440,33109,40534
68600,52434,39355,36461,33047,33351,32970
68700,43297,38837,35233,32691,31341,30485
68800,53272,51405,34606,33470,31591,30072
68900,43151,37163,36016,31774,31924,29396
69000,42482,51370,42522,37097,32963,30315
69100,46683,40982,34766,39934,36970,30021
69200,46497,49551,41332,35734,42874,31414
69300,45167,39305,38098,32552,33994,28861
69400,46096,39768,45013,43895,33325,28760
69500,46829,45109,36138,33524,32400,28708
69600,47891,37913,47040,41356,37148,30681
69700,46021,41245,35213,31104,31819,35724
69800,46802,41648,37988,42369,37550,31942
69900,43557,40683,36792,32372,34321,32017
70000,45406,38414,39028,39966,38756,37299
70100,51179,49292,40714,32442,32345,39900
70200,47649,40038,36944,38286,37281,32639
70300,46038,42343,38457,32987,32066,32193
70400,47852,41117,40321,38980,37432,36667
70500,45905,37966,35844,33748,31986,30471
70600,44796,42160,34710,33174,40607,34985
70700,49779,38501,35114,32907,32055,29602
70800,45338,38920,38220,31732,32048,40937
70900,62512,41292,36635,33327,32758,30280
71000,46773,38240,35521,32933,39792,32567
71100,61885,43018,36698,33635,33074,29871
71200,56041,43281,49150,55937,114581,111432
71300,96488,48080,40782,37769,40479,36302
71400,51719,43695,42555,32680,42880,43536
71500,48127,39678,36191,33566,34213,31098
71600,47775,38843,37579,33207,39434,39088
71700,52534,40513,36875,32892,34523,30120
71800,45090,42333,42114,34779,35108,56174
71900,70651,42183,36375,32900,34104,30229
72000,50858,38686,35473,34891,34413,40505
72100,52305,38435,38094,35075,33377,30442
72200,48009,41194,37561,37994,38004,38477
72300,60414,41050,38137,35139,35332,31522
72400,47736,47571,38556,33753,35995,39412
72500,67375,41667,40998,39527,34138,34029
72600,49798,42131,42912,34745,44658,40313
72700,55734,45309,42469,37709,34377,34133
72800,46457,39743,36247,40886,44681,40366
72900,51942,41061,38054,36861,35270,34086
73000,58376,44420,47957,47065,51643,35449
73100,49335,40084,39095,36684,35243,31163
73200,48153,41472,37272,44138,41154,42027
73300,48121,43196,37007,33561,33181,37017
73400,47948,42283,42389,43642,42198,36845
73500,48248,40036,45490,34801,34122,31216
73600,49188,40980,37711,54373,45545,43820
73700,48265,40258,36639,33303,33651,31790
73800,48047,40409,43231,40218,36898,33350
73900,48421,91213,42044,42666,37675,42746
74000,50832,51909,44696,34893,34109,37981
74100,50436,39936,37789,34470,33696,30855
74200,53334,50796,45403,38292,34366,32383
74300,47127,44634,37607,35025,34056,35464
74400,52811,65727,38701,33929,36876,31620
74500,48875,40827,38562,37179,34844,31370
74600,59869,48689,37904,34661,34444,30552
74700,50439,40630,36562,36680,34212,32034
74800,62324,50679,38459,35525,35701,31591
74900,48797,44903,44130,38108,38300,31086
75000,64749,45669,37670,34666,36056,28250
75100,27438,23220,25005,22049,19895,24449
75200,29450,25741,21626,20231,33548,44012
75300,60433,60234,33551,34082,38085,23153
75400,27184,27949,17781,15444,14422,14614
75500,21683,20590,15391,17583,16553,14729
75600,26972,20884,16446,14818,15602,13712
75700,18564,18916,17005,14880,15251,12657
75800,19553,18269,15450,13627,13500,12403
75900,20056,17633,15417,15263,16657,14045
76000,20614,17426,16046,16244,17569,18266
76100,18979,17633,16380,14852,13181,13548
76200,22640,18397,16281,15173,16111,13446
76300,19103,16334,15863,13316,16060,13140
76400,22890,16944,16476,16971,14194,12758
76500,24936,21981,18951,15965,15489,14569
76600,20646,19587,16429,15915,14009,12858
76700,20311,18723,15589,14683,18653,12647
76800,20144,17960,15868,17119,14232,14280
76900,21243,17080,21557,18321,17460,14022
77000,19727,19449,19652,16820,15023,14313
77100,22427,17314,15831,14416,16924,13443
77200,19444,18795,15683,14426,13166,12197
77300,20379,15559,17378,13968,15305,18806
77400,22303,17477,16535,14167,13303,12206
77500,19486,17871,17135,15055,16705,15139
77600,19963,16737,17177,13509,15623,13448
77700,19837,20010,17390,15449,14499,12907
77800,20464,21384,19152,15781,15902,13226
77900,21586,18485,15529,14268,15636,15529
78000,23051,17640,16038,15121,15670,13221
78100,21992,19130,15277,13943,14458,15813
78200,21911,17098,17250,17660,18410,12204
78300,21555,19531,15361,16712,16103,14397
78400,23895,20873,17729,16338,16153,15624
78500,20157,19800,19463,17285,14343,14869
78600,21370,19283,17807,16819,21712,16778
78700,24155,22155,42235,19530,17285,13003
78800,22281,17422,15602,16675,17353,18101
78900,22608,19822,16888,16940,15195,13989
79000,25470,25269,19315,18678,16573,15138
79100,19937,18900,16051,16084,16176,14774
79200,21033,17517,35527,18405,16008,13735
79300,21123,18919,17998,13620,15477,12565
79400,22391,17259,18465,18778,19404,13772
79500,20876,16913,16580,14243,16113,13278
79600,21555,20113,17503,14494,15729,14199
79700,19720,17000,16321,15639,16888,13745
79800,21873,18160,16756,14655,16382,15016
79900,26487,20344,15721,13961,15421,14472
80000,27543,22843,17739,18085,14445,14455
80100,23430,20823,17159,15332,15880,15640
80200,21732,18906,24046,16016,14397,14612
80300,24318,21428,19092,16109,15044,15101
80400,21462,18090,17262,14519,14566,14184
80500,21979,17185,18512,15243,15228,13286
80600,23259,21478,16982,15263,18312,20358
80700,31221,30710,21589,17444,17582,19141
80800,28776,21382,20725,19515,18672,17544
80900,25346,19350,16031,19941,17110,18843
81000,53008,21393,22520,25998,19244,16383
81100,35151,24212,26740,22782,22538,22813
81200,30321,27628,24981,24024,26597,24303
81300,41377,38899,29574,19259,17074,15406
81400,22839,19812,17839,16401,16109,14859
81500,23398,18567,18370,15662,14774,15281
81600,21536,18407,16155,16735,14943,14230
81700,21380,17467,17179,19063,16810,16133
81800,22995,16945,18771,15276,17099,15682
81900,23023,17902,17035,14761,15120,14443
82000,22079,18795,16142,15989,16020,15858
82100,19828,21735,20783,26706,25898,16550
82200,21843,18713,19300,22856,18842,14077
82300,24880,23969,19301,16093,14911,15310
82400,21914,18893,16134,15580,17261,14384
82500,22547,20210,17342,18871,17450,17686
82600,22825,18422,15423,16130,15449,15083
82700,22067,18560,15838,15519,16037,14257
82800,22104,17912,18246,15496,14701,16417
82900,21850,18616,15952,15340,17663,18615
83000,23992,18119,17837,16138,17689,14957
83100,22341,17456,18899,17877,15615,16145
83200,21933,17696,17942,16132,16664,14581
83300,21042,19375,17103,16209,15792,16493
83400,26179,18877,21219,17132,15143,14299
83500,23504,19164,17437,15848,15082,13789
83600,21209,18254,18202,15678,14883,16292
83700,22047,19183,18216,16760,16619,15363
83800,26966,21959,16496,17080,16884,14393
83900,22498,18152,19280,17720,15151,14705
84000,23484,19530,18013,17582,17327,15208
84100,22543,18728,17763,17768,16300,16980
84200,26120,20804,17079,18524,15313,14602
84300,23652,18009,17190,16810,17979,15753
84400,23160,18695,17838,16068,15068,15936
84500,22244,20922,17378,16644,17070,15926
84600,26720,21824,19107,17453,16353,14462
84700,22223,19154,19157,17149,16676,14102
84800,23746,19428,17906,17603,16060,16421
84900,21665,20794,18913,17479,17370,16530
85000,24500,19430,16469,17001,16759,16494
85100,22551,19586,21833,18910,17925,14271
85200,24129,22248,24438,21224,21663,26210
85300,72746,82283,62997,36627,22445,19906
85400,34254,50756,32872,24241,26726,17821
85500,28143,23335,34883,22023,21407,17166
85600,24458,21363,17844,18251,15451,20354
85700,29465,22492,32095,38526,32477,24234
85800,26564,23422,18619,16953,18844,17835
85900,23850,20642,24826,19404,15813,14620
86000,22907,19740,18697,16365,15974,15988
86100,26067,20181,19713,16593,18364,14718
86200,21905,20271,38158,27955,22762,24569
86300,29840,30849,26584,24616,17007,20778
86400,27239,23924,23040,21545,17977,16307
86500,24243,26772,46342,26184,22649,18354
86600,24666,20308,19547,20241,26769,29723
86700,27377,22570,21161,20011,18498,15614
86800,36101,31088,23333,37300,36532,28682
86900,26702,25383,23367,22283,17969,15286
87000,33131,54044,47996,22365,22138,20784
87100,26823,45466,37613,27082,24095,20653
87200,38467,30441,29134,35034,35660,23902
87300,33771,31257,28536,21134,31830,27899
87400,39447,37020,43152,29842,32286,23854
87500,36205,31876,26597,29769,30709,24895
87600,42461,37891,30581,42568,77147,28293
87700,39185,40362,36926,32026,27998,24620
87800,48296,42345,30419,25662,24120,22526
87900,29473,20917,24142,24570,21457,19762
88000,31151,25617,29293,24304,19500,18513
88100,35531,27401,20498,21703,16379,27947
88200,42060,36507,30488,25361,24170,22032
88300,31463,27604,31705,30323,42812,22718
88400,31021,24038,21990,20478,18042,16188
88500,40985,23864,23988,22598,27463,17347
88600,23790,21733,20088,25056,27046,22738
88700,27799,20802,25312,31838,34414,18303
88800,25248,23436,23905,21945,19153,15527
88900,25780,20685,20623,18275,18262,16455
89000,39856,24207,20265,19357,17395,16831
89100,25237,20655,21379,18008,17769,17140
89200,25389,22469,21110,17409,17460,16233
89300,23272,21409,19734,21747,22571,17585
89400,25636,22687,22580,18410,16837,18581
89500,35844,22546,20983,29086,18740,17012
89600,25955,34666,24391,20102,23917,21751
89700,27506,22073,22231,20619,18056,14922
89800,25076,21797,20153,19694,17544,16844
89900,27525,33749,25128,22339,19994,15351
90000,29476,26908,22848,18665,19698,16777
90100,26588,25859,31703,36463,26722,16983
90200,25785,20885,21383,21179,33094,20361
90300,34450,30543,24037,21281,30377,22606
90400,33102,32031,33379,19053,20731,18487
90500,28844,22944,22312,23124,23187,21353
90600,40710,31837,30398,27677,23245,21567
90700,33862,27786,24919,24070,33236,19326
90800,25114,25459,27828,25439,34605,27874
90900,30938,25847,25180,30451,20105,16018
91000,31794,25962,26196,21752,18806,15956
91100,24029,23197,21323,19666,21387,21311
91200,25157,21519,21934,21650,18708,16012
91300,24232,22933,20908,20394,16427,16847
91400,24231,24445,20388,18944,17518,14647
91500,24277,31448,26445,19815,19369,16332
91600,23990,22168,21893,18540,16860,15064
91700,27700,22303,20250,18042,18699,16004
91800,26081,22394,22259,17966,20540,22273
91900,32518,21909,24431,17468,18409,17167
92000,24636,21264,20812,29187,18510,17812
92100,25286,22412,19974,19301,16427,14803
92200,26160,27699,24105,19435,17290,15864
92300,25917,21408,22182,18727,16814,15599
92400,24142,22367,21583,18336,18275,15652
92500,24106,23334,19304,18584,22354,20339
92600,26862,23235,22279,20086,17591,15812
92700,24464,21189,22494,19806,18301,16213
92800,26314,22671,22028,17976,17199,16885
92900,26904,33740,28063,21414,19803,17628
93000,27436,22386,28881,22039,45931,45349
93100,26367,23284,21187,20259,18647,15331
93200,30274,29435,20518,19818,17644,15349
93300,26292,22883,24639,21297,18798,17174
93400,35371,29286,25111,23196,21637,19036
93500,28075,37298,27302,21230,21863,17067
93600,46391,33766,25690,34198,20778,21810
93700,40845,45632,39137,39303,36440,29116
93800,36527,27765,27054,21673,20090,17985
93900,45204,53476,28651,23143,19963,20195
94000,45265,46964,28253,23159,21331,17960
94100,31541,35050,36064,28983,24659,26761
94200,37502,30216,26223,21576,24098,23324
94300,43782,48120,53617,53815,20970,20628
94400,32286,21377,23397,21267,18750,21684
94500,34203,29962,24238,19906,17896,16116
94600,26137,24334,21068,19536,18123,16614
94700,24901,22016,22493,17396,19654,18052
94800,28462,23976,21934,26267,20372,17487
94900,26000,23630,22352,18527,18053,18664
95000,25389,22474,19692,20496,16172,16465
95100,27751,22143,20613,20757,18291,18870
95200,31050,23808,21815,20818,18805,15650
95300,26332,23229,21145,21849,19354,16137
95400,24601,22990,22120,22485,18728,16935
95500,25449,25016,27320,21282,18274,16008
95600,27292,23123,22730,20744,18385,16786
95700,27576,23261,21450,18607,16865,15934
95800,25861,22998,22254,18712,24619,19318
95900,27427,24631,21027,21122,18353,16763
96000,26567,21883,21293,21999,18917,17688
96100,25788,23084,23814,19345,21102,24411
96200,41390,40309,28968,30992,22397,18544
96300,27413,25954,30614,28346,22619,22415
96400,35802,27433,25802,24988,34620,26104
96500,35710,30656,27027,25629,24619,23835
96600,32318,25969,22184,20248,19658,19230
96700,79874,57012,29805,24356,28474,21694
96800,35420,30659,26793,25375,26324,19213
96900,50744,25889,25665,23080,24653,22948
97000,31456,23669,22591,19802,17627,19200
97100,27124,24195,23425,22670,17751,16983
97200,26341,28373,22790,21761,19705,18189
97300,34866,31431,33101,21158,19981,21720
97400,27709,24419,21977,21340,22667,17799
97500,26638,22618,21409,23771,22091,16593
97600,32323,29054,23176,21764,26357,21061
97700,30030,35187,22928,19326,17151,18710
97800,28337,27677,25121,23373,20645,19524
97900,38607,30077,25263,20608,18491,16269
98000,26288,24640,22468,21166,19388,18160
98100,30820,30472,25815,22934,20339,19369
98200,32981,32579,26511,24363,21278,17337
98300,28000,24181,23808,21099,17627,19680
98400,25995,23318,21103,19378,20136,16428
98500,26371,25346,28136,22922,19766,16601
98600,26009,23028,24182,20064,18179,17689
98700,26824,24335,21261,21017,21911,18282
98800,28343,24691,22891,24227,24208,18483
98900,27067,22787,23085,19873,18618,15768
99000,26745,24910,22365,20403,19292,16217
99100,25190,24453,22919,20423,20762,20006
99200,33962,22714,22040,20729,19344,18551
99300,28644,23292,22666,21546,20022,18604
99400,25592,24389,22505,19163,19951,18848
99500,28267,29936,28330,23783,23277,17069
99600,27334,27306,25796,22311,18734,17682
99700,28815,27295,25385,20599,18448,18060
99800,28191,31613,26073,22210,20623,20035
99900,25941,26922,24334,22288,20025,18521
100000,28624,24082,26816,21427,18266,17268
